gene_id	gene_name	grpB_R1	grpB_R2	grpB_R3	grpA_R1	grpA_R2	grpA_R3
ENSG00000018607.6	ZNF806	0	0	0	0	0	0
ENSG00000018610.14	CXorf56	847.168	1561.898	1418.313	915.72	1370.48	1634.152
ENSG00000018625.15	ATP1A2	2	0	1	0	0	0
ENSG00000018699.13	TTC27	1170	1037	1318	1195	1062	1508
ENSG00000018869.16	ZNF582	167.001	193.001	170	172	151.999	177
ENSG00000019102.12	VSIG2	0	0	0	1	0	0
ENSG00000019144.19	PHLDB1	1284.001	1692.999	1297.998	1596	1488.001	1190.002
ENSG00000019169.10	MARCO	1044	717	2673	1211	733	3399
ENSG00000019186.10	CYP24A1	0	0	0	0	0	0
ENSG00000019485.13	PRDM11	217	240	256	216	229	289.999
ENSG00000019505.8	SYT13	0	0	0	0	0	1
ENSG00000019549.13	SNAI2	0	1	0	0	0	0
ENSG00000019582.15	CD74	125342.002	149122	224665.999	96038.999	111464	178331
ENSG00000019991.18	HGF	13	34.999	50.001	6	24	37
ENSG00000019995.6	ZRANB1	2019.911	2282.642	1776.651	2035.608	1822.503	2133.477
ENSG00000020129.16	NCDN	1172	1113	1360.999	1345	1183	1489
ENSG00000020181.18	ADGRA2	701	577	697	713	460	624
ENSG00000020219.9	CCT8L1P	0	0	0	0	0	0
ENSG00000020256.20	ZFP64	389	359.999	394.999	379.001	317	429
ENSG00000020426.11	MNAT1	211	249.999	223	265	248	265.001
ENSG00000020577.14	SAMD4A	37	82	14	39.999	61	22
ENSG00000020633.18	RUNX3	1908	2438	2910	1742	2056	2683
ENSG00000020922.12	MRE11	1763	2078.994	2042	1824.998	1727.001	2119.994
ENSG00000021300.14	PLEKHB1	2	0	3	5	0	1
ENSG00000021355.13	SERPINB1	3737.999	3683	4230	3933	3443	4768
ENSG00000021461.16	CYP3A43	1	0	0	0	0	0
ENSG00000021488.13	SLC7A9	0	2	4	0	3	3
ENSG00000021574.12	SPAST	2387.926	2626.001	2355.819	2190	2249.902	2520.926
ENSG00000021645.19	NRXN3	9	8	7	7	25	10
ENSG00000021762.20	OSBPL5	734.001	628	769	862.999	456.998	829
ENSG00000021776.11	AQR	5099.001	5408.001	5077	5024	4737.999	5331
ENSG00000021826.17	CPS1	0	0	1	0	2	1
ENSG00000021852.13	C8B	0	0	0	0	0	0
ENSG00000022267.19	FHL1	120.001	138	40	187	208	51
ENSG00000022277.12	RTF2	9543.999	11192	8638.999	10271.999	9697.989	9488.999
ENSG00000022355.18	GABRA1	0	0	0	0	0	0
ENSG00000022556.16	NLRP2	3226.917	4743.377	2184.999	4089.766	5183.711	3093.999
ENSG00000022567.9	SLC45A4	1604	1823	1867	1858	1537	2157
ENSG00000022840.16	RNF10	7196.999	7755.001	7628	8088	6977	8264.998
ENSG00000022976.15	ZNF839	400.001	510	492.663	526.001	408.999	579.001
ENSG00000023041.11	ZDHHC6	3223.999	3616	2804	3686	3463	3375
ENSG00000023171.18	GRAMD1B	66	94.999	141	80	122	194
ENSG00000023191.17	RNH1	20892.998	23119	22234	24313	20836.001	25627
ENSG00000023228.14	NDUFS1	8139.982	9268.963	7722.99	7803.983	7747.963	8133.991
ENSG00000023287.13	RB1CC1	4778	5388	4315	4343	4384.001	4625.999
ENSG00000023318.8	ERP44	7479	8650	7495	8266	7768	8426
ENSG00000023330.15	ALAS1	17794	21297	12730	22269	19873	15375.999
ENSG00000023445.15	BIRC3	2274.999	4561	2199.999	2755	4558	2381
ENSG00000023516.9	AKAP11	4682	4326	4836	3431	3064	4408
ENSG00000023572.9	GLRX2	1630	1606	1675	1604	1491	1790
ENSG00000023608.5	SNAPC1	721	409.471	358.248	787	497	460.281
ENSG00000023697.13	DERA	1824.999	2151	2070	2081	1977	2167
ENSG00000023734.11	STRAP	6301.999	6189	6341	6267.999	5884.999	7046.999
ENSG00000023839.12	ABCC2	137	202	132	152	127	146
ENSG00000023892.11	DEF6	2674	2940	4588	2058	2308.001	4195
ENSG00000023902.14	PLEKHO1	18395	22963.001	17421.001	21664.999	20989.001	19158.999
ENSG00000023909.10	GCLM	1357	1586	1548	1976.001	1788.999	2206.001
ENSG00000024048.10	UBR2	5803	6716.999	5416	5735	5353	5737
ENSG00000024422.12	EHD2	19	28	13	37	40	28
ENSG00000024526.17	DEPDC1	1	2	0	0	0	2
ENSG00000024862.17	CCDC28A	1082	1352	1075	1077	1067	1229
ENSG00000025039.15	RRAGD	1385	2191	1118	2646	2186.817	2529
ENSG00000025156.13	HSF2	182	305	326	201	222.99	408
ENSG00000025293.17	PHF20	3688	4101	3707	3697	3525.001	4334.001
ENSG00000025423.11	HSD17B6	13	22	13	11	27	12
ENSG00000025434.19	NR1H3	775.998	1313.999	400.001	2592.001	1591	1045
ENSG00000025708.14	TYMP	22019.11	33115.441	42317.956	24582.566	29966.65	45891.143
ENSG00000025770.19	NCAPH2	2028	2456	2018	2250.001	2224.001	2283
ENSG00000025772.8	TOMM34	1128	1346	1102	1242	1295	1177
ENSG00000025796.14	SEC63	7752.264	8348.929	7341.383	7408.038	7120.272	7714.114
ENSG00000025800.14	KPNA6	5132.881	5333.45	4769.673	5156	4674.217	5247
ENSG00000026025.16	VIM	225554	260048.999	232804.002	252742.999	233892.002	263364
ENSG00000026036.22	RTEL1-TNFRSF6B	1189.516	1600.77	1440.339	1640.858	1348.076	1530.679
ENSG00000026103.22	FAS	1278.001	1426.001	1146.001	1360.998	1329	1356
ENSG00000026297.15	RNASET2	4547.838	7287.653	5128.23	4125.522	6129.981	4773.675
ENSG00000026508.19	CD44	144906.999	184158.999	146748.617	145358.999	147562.001	156988.998
ENSG00000026559.14	KCNG1	17	20	6	23	19.999	2
ENSG00000026652.15	AGPAT4	1344	1608.999	732.999	3400.001	1670.999	1759
ENSG00000026751.17	SLAMF7	11509	21866	6398	18610.999	21421.001	11611
ENSG00000026950.17	BTN3A1	432.282	1047.196	686.072	547.349	766.256	668.233
ENSG00000027001.10	MIPEP	502	489	453	570	519.001	573
ENSG00000027075.15	PRKCH	815	1284	782.001	812.999	1244.999	858.001
ENSG00000027644.5	INSRR	0	0	0	0	0	0
ENSG00000027697.14	IFNGR1	14720	17961	20137	14261.999	15304.001	22385.001
ENSG00000027847.14	B4GALT7	1818	1808	1736.999	2021.999	1632	1891.001
ENSG00000027869.11	SH2D2A	3	3	4	1	4	7
ENSG00000028116.17	VRK2	1870.999	2079	1886.998	1812.001	1778.999	2279
ENSG00000028137.19	TNFRSF1B	30666	43140	22501	39228	39322	30774
ENSG00000028203.18	VEZT	1724.001	1965	1758	1767	1698	2017
ENSG00000028277.21	POU2F2	5469.999	6271.998	8964.001	4965.999	5244	8553
ENSG00000028310.18	BRD9	2452.524	2510.463	2579.999	2841.856	2218.469	2792.838
ENSG00000028528.15	SNX1	7555	9316.999	8019	9326	8101.999	8818.999
ENSG00000028839.10	TBPL1	541	630.999	573.999	574	577.001	636
ENSG00000029153.14	ARNTL2	2826.387	4298.508	3716.957	2790.999	3643.73	3367.065
ENSG00000029363.17	BCLAF1	8908.077	9203.155	9656.704	8793.147	8152.986	10355.737
ENSG00000029364.12	SLC39A9	5438	5256	4885.999	5203.999	4541	5259
ENSG00000029534.20	ANK1	132.999	220	119	130.999	236.001	113
ENSG00000029559.7	IBSP	0	0	0	0	0	1
ENSG00000029639.11	TFB1M	268.989	237.781	377.416	306.86	278.417	391.713
ENSG00000029725.17	RABEP1	6151	5736	6173.999	6298	5079.999	6723.999
ENSG00000029993.15	HMGB3	364	528	434	438	529	604.964
ENSG00000030066.13	NUP160	2946.999	2945.999	2763.999	3108	2751.001	3113.999
ENSG00000030110.13	BAK1	2981.09	2949.917	3038.751	3279.609	2779	3073
ENSG00000030304.14	MUSK	1	1	0	0	0	1
ENSG00000030419.16	IKZF2	72	44	64	56	30	54
ENSG00000030582.18	GRN	65750	75884	65737.001	92897	73420.001	90328
ENSG00000031003.10	FAM13B	3123.001	2936	2762	3202	3090	3047
ENSG00000031081.11	ARHGAP31	28721	31754	32307	24359	26672	29234
ENSG00000031691.7	CENPQ	322	422	273	277	391	338
ENSG00000031698.13	SARS1	5691	6632	5975	6350.999	5879	6856
ENSG00000031823.14	RANBP3	3049	3363	3317.999	3539	3167.001	3729.999
ENSG00000032219.19	ARID4A	3654	4028	3519	3358.001	3202	3576.001
ENSG00000032389.12	EIPR1	1408	1169.999	1426.001	1316	1054	1398
ENSG00000032444.16	PNPLA6	46400.005	45791.021	49232.882	51521.255	40437.48	54738.381
ENSG00000032742.17	IFT88	448	368.999	470	423.001	365.001	574
ENSG00000033011.12	ALG1	1430.729	1237.158	1552.903	1475.646	1338.432	1773.207
ENSG00000033030.15	ZCCHC8	2441.001	2738.972	2393	2443.999	2213.999	2428.001
ENSG00000033050.9	ABCF2	1998.174	2416.11	2342.647	2475.671	2278.268	2916.947
ENSG00000033100.16	CHPF2	4770	5541.001	4621.001	5414	5180.999	4912.999
ENSG00000033122.20	LRRC7	0	0	0	0	1	3
ENSG00000033170.17	FUT8	239.999	269.001	367	180	213.001	359
ENSG00000033178.13	UBA6	3754.001	4061	3508.009	3424	3421.001	3753
ENSG00000033327.13	GAB2	3003	5078	3925	3612.999	3761	4830
ENSG00000033627.16	ATP6V0A1	11014.211	12960.001	11332.367	12856.497	11444.34	13196.128
ENSG00000033800.13	PIAS1	4709	5336.002	4703	4855.999	4557.999	5242.001
ENSG00000033867.16	SLC4A7	4196.999	3845	5660	3607	3190	5679.001
ENSG00000034053.14	APBA2	0	0	0	0	0	1
ENSG00000034152.19	MAP2K3	4342.978	5524.001	4074.998	5789	5702.999	4822.999
ENSG00000034239.11	EFCAB1	0	0	0	0	0	0
ENSG00000034510.6	TMSB10	118624.609	128512.685	126537.742	100258.949	105038.985	113112.988
ENSG00000034533.11	ASTE1	346	364.999	382	343.001	346	410.001
ENSG00000034677.13	RNF19A	3347.002	4047	3142.999	3771.999	3859.001	3178.001
ENSG00000034693.15	PEX3	405.933	408.801	402.949	401.948	366.834	454.898
ENSG00000034713.8	GABARAPL2	3695.001	4788.001	3315	4125.001	4059	3770
ENSG00000034971.17	MYOC	0	0	0	0	0	0
ENSG00000035115.22	SH3YL1	470.999	546.001	565	527.999	435.001	654
ENSG00000035141.8	FAM136A	1951	1494.948	2469	2126	1475.126	2868
ENSG00000035403.17	VCL	9810.001	10023.999	8296	8794.001	8368.001	8595.001
ENSG00000035499.13	DEPDC1B	2	6	3	4	4	5
ENSG00000035664.11	DAPK2	9	4	2	6	4	3
ENSG00000035681.9	NSMAF	5591	5801	5188.998	8297.001	5848.001	7565.001
ENSG00000035687.10	ADSS2	7221.653	6255.483	7480.611	7447.644	5648.652	8486.61
ENSG00000035720.8	STAP1	2	8	4	5	8	3
ENSG00000035862.12	TIMP2	31606.87	34139.959	29982.722	36936	29633.001	35743
ENSG00000035928.16	RFC1	2042.001	2281.999	2100.999	1973.999	1967.001	2283
ENSG00000036054.13	TBC1D23	6026.999	6392	4866	5779.999	5701.999	4973
ENSG00000036257.13	CUL3	6442.001	6512.002	6393	6475.001	5902.999	6725
ENSG00000036448.10	MYOM2	60	38	79.001	59	47	62.001
ENSG00000036473.8	OTC	1	1	0	0	0	1
ENSG00000036530.9	CYP46A1	0	0	0	0	0	0
ENSG00000036549.13	AC118549.1	1920	1995	1941.999	2045.999	1900	2326.999
ENSG00000036565.15	SLC18A1	12	64	29	15	53	16
ENSG00000036672.16	USP2	208	330	101	312	448	131
ENSG00000036828.16	CASR	3	7	4	11	16	8
ENSG00000037042.9	TUBG2	123.12	251.173	197.445	185.202	237.044	210.343
ENSG00000037241.7	RPL26L1	919.946	832.031	927.986	900.459	964.88	1143.415
ENSG00000037280.16	FLT4	1	0	0	1	0.977	0
ENSG00000037474.15	NSUN2	6203.999	6505	6614.999	6618.999	5978.001	7195
ENSG00000037637.11	FBXO42	2187	2350.999	2425.001	2189.001	1952.001	2451.999
ENSG00000037749.12	MFAP3	1342	1446.507	1402.999	1310.001	1406.448	1532
ENSG00000037757.14	MRI1	866.001	750.999	902.999	1089.001	715.001	1012
ENSG00000037897.17	METTL1	1571.995	2057.985	1597	2235.99	2164.995	2143.987
ENSG00000037965.6	HOXC8	0	0	0	0	0	0
ENSG00000038002.9	AGA	607	973.999	681	714.999	1002	992
ENSG00000038210.14	PI4K2B	877.003	983	1106	863	979	1212
ENSG00000038219.13	BOD1L1	9844	9936.999	8870.999	8542	7975	9040
ENSG00000038274.17	MAT2B	6073	7194	6428	5823	6142.001	6667.001
ENSG00000038295.8	TLL1	1	0	0	0	0	1
ENSG00000038358.15	EDC4	5797.84	6940.286	5732.51	6818.457	6116.007	6211.32
ENSG00000038382.20	TRIO	8959.999	9997	7656.003	9776.998	8581.999	9174.003
ENSG00000038427.16	VCAN	9429	5292	13653.999	5442	4287.999	17023.001
ENSG00000038532.16	CLEC16A	3180	3351	2960.001	3349	2897.001	3151.999
ENSG00000038945.15	MSR1	420	94	337.999	588	179.001	545
ENSG00000039068.19	CDH1	6	3	1	1	1	3
ENSG00000039123.16	MTREX	5739	6016	6026.999	5594	5331	6335
ENSG00000039139.9	DNAH5	1	1	0	0	0	0
ENSG00000039319.17	ZFYVE16	17919.001	21098.651	16293.999	25272.002	21013.001	25554.001
ENSG00000039523.20	RIPOR1	4546.999	5695.001	5355	5190.001	5033	5871.998
ENSG00000039537.13	C6	0	0	0	0	0	0
ENSG00000039560.14	RAI14	1419	3574.999	1062	2583	3976.999	2290
ENSG00000039600.11	SOX30	0	0	1	0	1	0
ENSG00000039650.12	PNKP	2252	2711.009	2774.011	3093.008	2444	3056.001
ENSG00000039987.7	BEST2	0	0	1	1	0	1
ENSG00000040199.18	PHLPP2	716	880.999	776	686.999	737	754
ENSG00000040275.17	SPDL1	470	485	469	494	417.999	540
ENSG00000040341.18	STAU2	697.237	650.477	865.429	669.821	621.977	881.495
ENSG00000040487.13	SLC66A1	2112	2294.999	2009.999	2558.999	2266	2474
ENSG00000040531.15	CTNS	4887	6380.001	5530	6368.001	6576.999	6373.001
ENSG00000040608.14	RTN4R	71	169	21	163	171	98
ENSG00000040633.13	PHF23	2917.999	3060.999	2587	3315.999	3031.001	3249.001
ENSG00000040731.10	CDH10	0	0	0	1	0	0
ENSG00000040933.15	INPP4A	2905	3117	3071.001	3016.001	2760.999	3433.001
ENSG00000041353.10	RAB27B	0	0	0	0	0	0
ENSG00000041357.16	PSMA4	5647.001	6342.001	5758	5956.001	6099.001	6571.002
ENSG00000041515.16	MYO16	0	0	1	1	2	0
ENSG00000041802.11	LSG1	2683	2819.999	3317.001	2997.001	2675	3648
ENSG00000041880.14	PARP3	191.001	364	225	325	368.999	305.002
ENSG00000041982.16	TNC	52	43	108.001	38	32	64
ENSG00000041988.15	THAP3	612.999	626.999	586	639	552	609.999
ENSG00000042062.13	RIPOR3	0	0	1	1	0	0
ENSG00000042088.14	TDP1	1073.999	957	1034.001	1069.999	908	1070
ENSG00000042286.15	AIFM2	1712	1712.999	1393.999	2685	2036.999	2264
ENSG00000042304.11	C2orf83	1	1	0	2	0	0
ENSG00000042317.17	AL049834.1	26	15	23	22	15	26
ENSG00000042429.12	MED17	1838.668	2189.395	1991.199	1655.558	1980.996	2071.951
ENSG00000042445.14	RETSAT	1309.001	1300.999	1438.998	1450	1234.999	1575.999
ENSG00000042493.16	CAPG	31771.999	41583.999	33552.001	44691.001	43001	53964
ENSG00000042753.11	AP2S1	9295	9156	8652	9926	8547.999	10174
ENSG00000042781.14	USH2A	3	0	3	0	0	0
ENSG00000042813.8	ZPBP	0	0	0	0	0	0
ENSG00000042832.12	TG	27	58	12	32	48	33
ENSG00000042980.13	ADAM28	816	1875.001	999	725	1126.002	864.001
ENSG00000043039.7	BARX2	5	3	3	2	2	2
ENSG00000043093.15	DCUN1D1	3304.963	3247.9	3032.978	3354.976	2963.977	3479.948
ENSG00000043143.20	JADE2	439	935	561	505.001	743	712.001
ENSG00000043355.12	ZIC2	0	0	0	2	0	0
ENSG00000043462.12	LCP2	5989.001	6813	8174	7274.001	7157.001	8959.999
ENSG00000043514.17	TRIT1	677	556.001	714.001	683	543.999	673.001
ENSG00000043591.6	ADRB1	9	13	19	5	8	11
ENSG00000044012.4	GUCA2B	0	0	0	0	0	0
ENSG00000044090.9	CUL7	1500	1866.388	1575.999	1717.302	1607.181	1908
ENSG00000044115.21	CTNNA1	23776	24801.643	25089	24267.999	21980	26511.999
ENSG00000044446.12	PHKA2	2357	3090.998	2738	2751	2477	2768.001
ENSG00000044459.15	CNTLN	820	820	799.001	746	708	823
ENSG00000044524.11	EPHA3	1	0	1	0	0	0
ENSG00000044574.8	HSPA5	48324.093	44738.5	57081.136	46160.068	42038.659	58226.675
ENSG00000046604.13	DSG2	117	408	41	129	371	40
ENSG00000046647.13	GEMIN8	181	174	299	210	182	320.999
ENSG00000046651.15	OFD1	735.999	968.963	770.986	833	768.983	861.99
ENSG00000046653.15	GPM6B	0	1	0	0	0	0
ENSG00000046774.10	MAGEC2	2	0	0	0	0	0
ENSG00000046889.19	PREX2	0	0	0	0	0	1
ENSG00000047056.16	WDR37	3265	3460.001	3404.001	3323.999	3049.002	3509.999
ENSG00000047188.16	YTHDC2	2550.001	2638	2836	2380.999	2279	3019
ENSG00000047230.15	CTPS2	124.001	165	189	126	131	192
ENSG00000047249.18	ATP6V1H	5535	8029.002	4615.999	7478	7407	6273
ENSG00000047315.16	POLR2B	11599	12546	11168.001	11600.001	10962.999	11783.001
ENSG00000047346.12	FAM214A	947.001	935	742	819	696.001	743.998
ENSG00000047365.12	ARAP2	953.001	1604.999	977.002	1193.002	1367.999	1259.999
ENSG00000047410.14	TPR	9479.999	10018	8945	9075	7969	9979.001
ENSG00000047457.14	CP	1	4	0	8	4	1
ENSG00000047578.13	KIAA0556	1424	1658	1481	1656.999	1453	1693.999
ENSG00000047579.19	DTNBP1	596.999	923.001	819	781.999	859	1214
ENSG00000047597.7	XK	48	24	36	25	18	56
ENSG00000047617.15	ANO2	2	3	1	6	9	4
ENSG00000047621.12	C12orf4	1606.101	1631	1669.999	1676.001	1543.001	1960.999
ENSG00000047634.15	SCML1	691.941	700.962	450.928	875.97	583	462.935
ENSG00000047644.18	WWC3	3370	3320	2763	2818	2499	2406
ENSG00000047648.23	ARHGAP6	943	413	773	758	350	767.001
ENSG00000047662.5	FAM184B	6	8	3	10	9	7
ENSG00000047849.21	MAP4	8834.999	9120	9366	9271.999	8417.999	10256.999
ENSG00000047932.14	GOPC	2151	2174	2190	2178.801	1903	2405
ENSG00000047936.10	ROS1	0	0	0	0	0	0
ENSG00000048028.11	USP28	1208	1753	1282	1291.001	1506	1403.002
ENSG00000048052.21	HDAC9	1244.075	2364.999	1009.001	1229.13	2005.105	840.036
ENSG00000048140.18	TSPAN17	4028.001	7402	3988.999	5560	7225	4301
ENSG00000048162.20	NOP16	1532.999	1231.001	1545.998	1565	1249	1818.999
ENSG00000048342.16	CC2D2A	1	1	2	0	0	1
ENSG00000048392.12	RRM2B	4856	5308	3956	4769.999	4628	4309
ENSG00000048405.10	ZNF800	2502.001	2453	2246	2414.001	2200	2433
ENSG00000048462.11	TNFRSF17	0	0	0	1	0	1
ENSG00000048471.14	SNX29	2038.747	2854.709	2281.125	2393.684	2524.637	2836.36
ENSG00000048540.15	LMO3	1	0	0	0	0	1
ENSG00000048544.6	MRPS10	2633.856	2717.69	2581.488	2784.917	2494.885	2901.7
ENSG00000048545.14	GUCA1A	1	0	1	0	1	0
ENSG00000048649.13	RSF1	3095.415	3133.152	2859.155	2598.584	2499.447	2973.583
ENSG00000048707.15	VPS13D	6611	5882.999	4564	5417	4475.001	4881.999
ENSG00000048740.18	CELF2	6559.999	6803	7921	5741	5400.999	7541.001
ENSG00000048828.17	FAM120A	21320	21714.366	22299	21440.724	19920.001	24027
ENSG00000048991.16	R3HDM1	1541	1866	1894.999	1562.001	1557.999	1930.999
ENSG00000049089.15	COL9A2	147	359	236	345	464.001	416
ENSG00000049130.16	KITLG	281	379.999	318	474.999	512	559
ENSG00000049167.14	ERCC8	492	383.649	405.1	487	399.152	433.001
ENSG00000049192.15	ADAMTS6	18	14	8	24	19	7
ENSG00000049239.12	H6PD	5860	7407	5837	6560	6680	6712
ENSG00000049245.13	VAMP3	5753.999	5620	5332	6280	5296	5976.999
ENSG00000049246.14	PER3	789.001	800.001	893.999	1162	685	1212.001
ENSG00000049247.13	UTS2	0	1	1	0	0	0
ENSG00000049249.8	TNFRSF9	167	223	282	205	205	312
ENSG00000049283.18	EPN3	0	0	0	1	0	0
ENSG00000049323.16	LTBP1	1	2	1	2	1	1
ENSG00000049449.9	RCN1	642.35	812.287	617.148	917.747	977.478	851.69
ENSG00000049540.17	ELN	0	0	0	0	1	2
ENSG00000049541.11	RFC2	1643.998	1710.001	1804	1819.001	1624.999	2014.002
ENSG00000049618.23	ARID1B	3679	3839	3945.999	3326.998	3001.001	4077.864
ENSG00000049656.14	CLPTM1L	6415.999	7071.999	6772.001	7092	6601.001	7588.998
ENSG00000049759.18	NEDD4L	1635	3262.001	774	2811	3221.002	1343.001
ENSG00000049768.16	FOXP3	1	4	2	2	2	4
ENSG00000049769.14	PPP1R3F	280	314.001	254	360	303	336
ENSG00000049860.14	HEXB	29044.001	30798	25239.998	36239.999	28716	35845.999
ENSG00000049883.15	PTCD2	327	379.001	409	367	341	415.001
ENSG00000050030.15	NEXMIF	1	1	0	2	1	0
ENSG00000050130.18	JKAMP	2544.001	2655.999	3116	2604	2525.001	3269.999
ENSG00000050165.18	DKK3	5	5	6	1	3	2
ENSG00000050327.15	ARHGEF5	0	17.311	1.14	11.04	56.472	3.356
ENSG00000050344.9	NFE2L3	788	1196	1144	622	855	730
ENSG00000050393.11	MCUR1	1125	1327	1020.999	1371.001	1296.983	1231
ENSG00000050405.13	LIMA1	1404	1102	2085.001	1067	1323	1927.999
ENSG00000050426.16	LETMD1	1240.998	1373	1335.001	1593.999	1197.001	1545.999
ENSG00000050438.17	SLC4A8	949.001	1489.144	936.001	1369.939	1453	1311.999
ENSG00000050555.18	LAMC3	0	0	0	2	0	0
ENSG00000050628.20	PTGER3	16	24	8	3	16	4
ENSG00000050730.16	TNIP3	2400.001	1909	3121	3446	2532	4695.001
ENSG00000050748.17	MAPK9	2165.001	2234.001	2642.015	2064.001	1836.001	2662
ENSG00000050767.17	COL23A1	5100	4284	6215	3282	2327.001	3641
ENSG00000050820.17	BCAR1	69	61	32	96.999	93	51
ENSG00000051009.10	FAM160A2	1775	2789	1844	2502	2371.001	2299.999
ENSG00000051108.15	HERPUD1	4799	5215	4809.001	4872.001	4596	5046
ENSG00000051128.19	HOMER3	1287.697	1581.787	1128.697	1332.726	1354.717	1317.734
ENSG00000051180.17	RAD51	17.999	17	15	15	14	23
ENSG00000051341.14	POLQ	21	27	21	23	19	20
ENSG00000051382.9	PIK3CB	6451	8137	6124.998	6544.999	6726.001	6263
ENSG00000051523.11	CYBA	37968.495	36658	40279.002	37490.999	32437.999	41512.999
ENSG00000051596.9	THOC3	1070.025	680.757	855.126	968.982	473.971	798.725
ENSG00000051620.11	HEBP2	397	253	573	505	285	711.001
ENSG00000051825.15	MPHOSPH9	982	1022.712	1108.873	1078.999	839.001	1158.999
ENSG00000052126.14	PLEKHA5	42.001	83.001	35	47	75.001	40.999
ENSG00000052344.16	PRSS8	7	16	10	10	15	9
ENSG00000052723.11	SIKE1	1199	1467.998	1361.999	1301	1355	1381.999
ENSG00000052749.14	RRP12	6935.999	6679	6699.999	7526.999	6689	7578.001
ENSG00000052795.13	FNIP2	6816	10506	4662	13695	11321	8977.999
ENSG00000052802.13	MSMO1	1420.001	1670	1501	1413.001	1286.001	1520
ENSG00000052841.15	TTC17	4174.999	5307.002	4446	4281.999	4701.001	4826.001
ENSG00000052850.8	ALX4	0	0	0	0	0	0
ENSG00000053108.17	FSTL4	0	0	0	0	0	0
ENSG00000053254.15	FOXN3	12673.999	16539	13103.076	11893	11805.999	12945.737
ENSG00000053328.8	METTL24	0	0	0	0	0	0
ENSG00000053371.12	AKR7A2	1771.829	1922.958	1559.208	1894.968	1707.928	1710.008
ENSG00000053372.5	MRTO4	3491	3122	3674	3989.999	3347.999	4543
ENSG00000053438.11	NNAT	4	3	1	2	2	2
ENSG00000053501.13	USE1	609	951.999	757	781	742.999	963.001
ENSG00000053524.12	MCF2L2	12	4	4	5	5	9
ENSG00000053702.15	NRIP2	1	0	0	1	0	1
ENSG00000053747.16	LAMA3	7	3	1	12	14	10
ENSG00000053770.12	AP5M1	3741.001	4127.001	3475	3701	3836.001	3754.001
ENSG00000053900.10	ANAPC4	1400	1647	1573.998	1609.001	1464.001	1848.001
ENSG00000053918.18	KCNQ1	1125	1043.999	2493.999	1057.999	788	2250
ENSG00000054116.12	TRAPPC3	3584	3864.001	3351	4113	3612	3962
ENSG00000054118.15	THRAP3	7014.994	8315.998	7957	7604.996	7152.875	8694.998
ENSG00000054148.18	PHPT1	4020.001	4109	3788	4615	3795.001	4188.001
ENSG00000054179.12	ENTPD2	0	1	0	0	0	0
ENSG00000054219.11	LY75	228.005	287.31	393.072	235.849	311.17	414.714
ENSG00000054267.22	ARID4B	4941.216	5132.046	4710.59	4536.73	4520.122	4569.095
ENSG00000054277.14	OPN3	3855.437	5002.91	3869.73	4219.315	4357.002	4098.809
ENSG00000054282.16	SDCCAG8	2026.999	2703.001	2306	2061.001	2307.999	2564.999
ENSG00000054356.14	PTPRN	7	16	4	6	13	4
ENSG00000054392.13	HHAT	70	86	54	91	85	70
ENSG00000054523.17	KIF1B	10938.001	13023.999	7435.001	11425	10708.999	8785.001
ENSG00000054598.9	FOXC1	7	9	8	7	9	9
ENSG00000054611.14	TBC1D22A	2697	2993	3213.001	2812	2555.001	3249
ENSG00000054654.17	SYNE2	4	1	2	0	7	4
ENSG00000054690.14	PLEKHH1	24.011	72.035	38.015	39.01	49.013	36.999
ENSG00000054793.14	ATP9A	426	371	77	754	547	107
ENSG00000054796.13	SPO11	0	0	0	0	0	0
ENSG00000054803.4	CBLN4	0	0	0	0	0	0
ENSG00000054938.15	CHRDL2	0	0	0	0	0	0
ENSG00000054965.10	FAM168A	2981	3371	3109.999	2850	2602	3327
ENSG00000054967.13	RELT	6993.001	7143.999	8072	7533	6330.001	8072
ENSG00000054983.17	GALC	2775	2856	2802	3165	2766	4148.001
ENSG00000055044.11	NOP58	3326.998	3096	3400	3405	2933.001	3916
ENSG00000055070.17	SZRD1	10453	11454	9978.999	10615.999	10464	10948
ENSG00000055118.15	KCNH2	0	0	0	0	0	0
ENSG00000055130.17	CUL1	4585	4737.001	4322.999	4539	4290.001	4565.001
ENSG00000055147.19	FAM114A2	1493.001	1568	1638	1399	1395	1747
ENSG00000055163.20	CYFIP2	414.999	572	491	465	452	452.001
ENSG00000055208.19	TAB2	8948.999	9138.001	8336.999	8429.999	8039.999	9419.999
ENSG00000055211.14	GINM1	2018	2554	2070	2051	2178.001	2341
ENSG00000055332.18	EIF2AK2	1645	1611	1491	1637	1655	1842.001
ENSG00000055483.19	AC022966.1	3214.998	3445	3042	4055	3181.001	3729.999
ENSG00000055609.18	KMT2C	13299.584	11715.882	9753.798	9585	8057.955	9233.875
ENSG00000055732.13	MCOLN3	81	208	60	163.001	170	118.999
ENSG00000055813.6	CCDC85A	1	0	0	1	0	0
ENSG00000055917.15	PUM2	7761	8789.001	7799	7110.999	7098	8030
ENSG00000055950.16	MRPL43	1690.999	1888.001	1819	1838.999	1665.001	2043.999
ENSG00000055955.17	ITIH4	82.992	86.652	244.62	120.673	75.382	260.88
ENSG00000055957.11	ITIH1	118.001	315.002	40	233	314	70
ENSG00000056050.7	HPF1	320	417.989	329	344.946	407.993	348.984
ENSG00000056097.16	ZFR	7302.001	7517	7441.001	7667.001	7383	8461.999
